Year,Names,UNIT,VALUE
1964,Jack,Number,
1964,Sean,Number,171
1964,Conor,Number,97
1964,Daniel,Number,395
1964,James,Number,1554
1964,Adam,Number,
1964,Ryan,Number,
1964,Luke,Number,26
1964,Cian,Number,
1964,Michael,Number,2157
1964,Dylan,Number,
1964,Aaron,Number,
1964,Darragh,Number,
1964,Thomas,Number,1349
1964,Matthew,Number,89
1964,David,Number,936
1964,Jamie,Number,
1964,Oisin,Number,3
1964,Patrick,Number,2235
1964,Alex,Number,
1964,John,Number,3696
1964,Cillian,Number,
1964,Evan,Number,
1964,Eoin,Number,42
1964,Shane,Number,49
1964,Liam,Number,111
1964,Ben,Number,
1964,Jake,Number,
1964,Joshua,Number,
1964,Mark,Number,279
1964,Harry,Number,
1964,Fionn,Number,
1964,Joseph,Number,737
1964,Callum,Number,
1964,Samuel,Number,18
1964,Charlie,Number,
1964,Nathan,Number,
1964,Cathal,Number,32
1964,Kyle,Number,
1964,Robert,Number,342
1964,Ciaran,Number,124
1964,Ronan,Number,70
1964,Andrew,Number,195
1964,Kevin,Number,452
1964,William,Number,875
1964,Ethan,Number,
1964,Tadhg,Number,
1964,Rory,Number,56
1964,Noah,Number,
1964,Calum,Number,
1964,Brian,Number,464
1964,Eoghan,Number,9
1964,Cormac,Number,39
1964,Finn,Number,
1964,Aidan,Number,182
1964,Alexander,Number,19
1964,Benjamin,Number,13
1964,Rian,Number,
1964,Sam,Number,
1964,Stephen,Number,296
1964,Christopher,Number,289
1964,Killian,Number,5
1964,Josh,Number,
1964,Gavin,Number,3
1964,Alan,Number,245
1964,Peter,Number,527
1964,Scott,Number,
1964,Jason,Number,
1964,Max,Number,
1964,Lee,Number,
1964,Anthony,Number,613
1964,Paul,Number,1814
1964,Martin,Number,849
1964,Tom,Number,
1964,Leon,Number,
1964,Niall,Number,142
1964,Oliver,Number,69
1964,Rhys,Number,
1964,Dean,Number,
1964,Dara,Number,10
1964,Oscar,Number,
1964,Colm,Number,144
1964,Diarmuid,Number,25
1964,Edward,Number,425
1964,Jayden,Number,
1964,Christian,Number,
1964,Louis,Number,13
1964,Oran,Number,
1964,Padraig,Number,38
1964,Charles,Number,145
1964,Leo,Number,28
1964,Lucas,Number,
1964,Ross,Number,6
1964,Cameron,Number,
1964,Jacob,Number,
1964,Kieran,Number,224
1964,Brandon,Number,
1964,Ruairi,Number,
1964,Reece,Number,
1964,Tomas,Number,7
1964,Isaac,Number,3
1964,Kian,Number,
1964,Senan,Number,6
1964,Odhran,Number,
1964,Jakub,Number,
1964,Jonathan,Number,17
1964,Zach,Number,
1964,Bobby,Number,
1964,Daragh,Number,7
1964,Kacper,Number,
1964,Hugh,Number,112
1964,Colin,Number,37
1964,Craig,Number,4
1964,Lorcan,Number,11
1964,Richard,Number,301
1964,Owen,Number,59
1964,Connor,Number,
1964,Donnacha,Number,
1964,Micheal,Number,
1964,Billy,Number,
1964,Tristan,Number,
1964,Darren,Number,
1964,Corey,Number,
1964,Daire,Number,6
1964,Denis,Number,347
1964,Luca,Number,
1964,Patryk,Number,
1964,Tyler,Number,
1964,Philip,Number,187
1964,Daithi,Number,
1964,Tiernan,Number,3
1964,Sebastian,Number,
1964,Simon,Number,36
1964,Danny,Number,
1964,Filip,Number,
1964,Gerard,Number,815
1964,Karl,Number,40
1964,Shay,Number,
1964,Eric,Number,34
1964,George,Number,115
1964,Calvin,Number,
1964,Keelan,Number,
1964,Nicholas,Number,92
1964,Seamus,Number,87
1964,Brendan,Number,426
1964,Dawid,Number,
1964,Shaun,Number,
1964,Steven,Number,3
1964,Gearoid,Number,9
1964,Joe,Number,
1964,Tommy,Number,
1964,Cody,Number,
1964,Jay,Number,
1964,Tadgh,Number,
1964,Ewan,Number,
1964,Paddy,Number,
1964,Lewis,Number,
1964,Caleb,Number,
1964,Marcus,Number,14
1964,Caolan,Number,
1964,Taylor,Number,
1964,Keith,Number,32
1964,Adrian,Number,75
1964,Bradley,Number,
1964,Oskar,Number,
1964,Conall,Number,
1964,Dillon,Number,
1964,Eanna,Number,
1964,Justin,Number,13
1964,Marc,Number,
1964,Damien,Number,49
1964,Mateusz,Number,
1964,Muhammad,Number,
1964,Henry,Number,87
1964,Glen,Number,3
1964,Szymon,Number,
1964,Zack,Number,
1964,Reuben,Number,
1964,Timothy,Number,295
1964,Jan,Number,
1964,Barry,Number,62
1964,Blake,Number,
1964,Bryan,Number,8
1964,Lennon,Number,
1964,Tiarnan,Number,
1964,Declan,Number,321
1964,Emmet,Number,
1964,Hayden,Number,
1964,Jordan,Number,
1964,Donal,Number,144
1964,Ian,Number,86
1964,Jude,Number,
1964,Riain,Number,
1964,Victor,Number,18
1964,Alfie,Number,
1964,Dominik,Number,
1964,Eamon,Number,86
1964,Fiachra,Number,
1964,Gabriel,Number,57
1964,Logan,Number,
1964,Donncha,Number,
1964,Elliot,Number,
1964,Gary,Number,41
1964,Ivan,Number,11
1964,Joey,Number,
1964,Kai,Number,
1964,Mikolaj,Number,
1964,Neil,Number,43
1964,Pierce,Number,10
1964,Enda,Number,49
1964,Hugo,Number,
1964,Jesse,Number,
1964,Lukas,Number,
1964,Morgan,Number,10
1964,Vincent,Number,148
1964,Luka,Number,
1964,Shayne,Number,
1964,Troy,Number,
1964,Zachary,Number,
1964,Arthur,Number,31
1964,Donagh,Number,9
1964,Noel,Number,394
1964,Shea,Number,
1964,Theo,Number,
1964,Toby,Number,
1964,Bernard,Number,201
1964,Eamonn,Number,83
1964,Emmanuel,Number,
1964,Joel,Number,
1964,Kamil,Number,
1964,Olivier,Number,
1964,Pearse,Number,
1964,Travis,Number,
1964,Aodhan,Number,
1964,Euan,Number,
1964,Jonah,Number,
1964,Mathew,Number,12
1964,Mohammad,Number,
1964,Raymond,Number,237
1964,Tony,Number,
1964,Conal,Number,5
1964,Conn,Number,
1964,Dominic,Number,41
1964,Fintan,Number,29
1964,Mason,Number,
1964,Padraic,Number,5
1964,Ali,Number,
1964,Bartosz,Number,
1964,Kane,Number,
1964,Matas,Number,
1964,Naoise,Number,
1964,Ruadhan,Number,
1964,Antoni,Number,
1964,Bailey,Number,
1964,Brooklyn,Number,
1964,Clayton,Number,
1964,Conan,Number,
1964,Felix,Number,9
1964,Francis,Number,429
1964,Frank,Number,9
1964,Harvey,Number,
1964,Johnny,Number,
1964,Michal,Number,
1964,Mikey,Number,
1964,Nikodem,Number,
1964,Roan,Number,
1964,Rowan,Number,
1964,Wayne,Number,3
1964,Will,Number,
1964,Zak,Number,
1964,Aran,Number,
1964,Carl,Number,11
1964,Derek,Number,237
1964,Lochlann,Number,
1964,Maciej,Number,
1964,Maksymilian,Number,
1964,Marcel,Number,
1964,Myles,Number,25
1964,Nikita,Number,
1964,Preston,Number,
1964,Zac,Number,
1964,Ahmed,Number,
1964,Alexandru,Number,
1964,Desmond,Number,145
1964,Elijah,Number,
1964,Elliott,Number,
1964,Ferdia,Number,
1964,Fionnan,Number,
1964,Harrison,Number,
1964,Mohammed,Number,
1964,Nicolas,Number,
1964,Olan,Number,
1964,Pawel,Number,
1964,Prince,Number,
1964,Robbie,Number,
1964,Roy,Number,7
1964,Sonny,Number,
1964,Stefan,Number,
1964,Dermot,Number,195
1964,Glenn,Number,8
1964,Igor,Number,
1964,Kenneth,Number,150
1964,Laurence,Number,141
1964,Marco,Number,4
1964,Milo,Number,
1964,Mohamed,Number,
1964,Ultan,Number,7
1964,Warren,Number,4
1964,Ashton,Number,
1964,Austin,Number,20
1964,Davin,Number,
1964,Donnchadh,Number,
1964,Finlay,Number,
1964,Freddie,Number,
1964,Graham,Number,16
1964,Jeremiah,Number,161
1964,Jerry,Number,
1964,Kealan,Number,
1964,Maxim,Number,
1964,Maximilian,Number,
1964,Riley,Number,
1964,Rocco,Number,
1964,Ruben,Number,
1964,Tim,Number,
1964,Wiktor,Number,
1964,Aron,Number,
1964,Bill,Number,
1964,Caoimhin,Number,
1964,Cuan,Number,
1964,Dan,Number,
1964,Derry,Number,
1964,Devin,Number,
1964,Diego,Number,
1964,Fionan,Number,
1964,Gregory,Number,47
1964,Ibrahim,Number,
1964,Jeremy,Number,
1964,Kajus,Number,
1964,Louie,Number,
1964,Mario,Number,3
1964,Rossa,Number,
1964,Abdullah,Number,
1964,Aleksander,Number,
1964,Andre,Number,
1964,Andrei,Number,
1964,Antonio,Number,
1964,Briain,Number,
1964,Caelan,Number,
1964,Cole,Number,
1964,Cory,Number,
1964,Eli,Number,
1964,Erik,Number,
1964,Feidhlim,Number,
1964,Fergal,Number,35
1964,Hubert,Number,17
1964,Jim,Number,
1964,Karol,Number,
1964,Kelvin,Number,
1964,Krystian,Number,
1964,Leigh,Number,
1964,Leonardo,Number,
1964,Maksim,Number,
1964,Malachy,Number,16
1964,Markuss,Number,
1964,Nathaniel,Number,
1964,Nojus,Number,
1964,Ollie,Number,
1964,Pauric,Number,
1964,Ruaidhri,Number,
1964,Saul,Number,
1964,Ted,Number,
1964,Turlough,Number,
1964,Zachariah,Number,
1964,Abel,Number,
1964,Aiden,Number,34
1964,Albert,Number,28
1964,Alexandre,Number,
1964,Andy,Number,
1964,Daryl,Number,3
1964,Deividas,Number,
1964,Devon,Number,
1964,Diarmaid,Number,
1964,Eddie,Number,
1964,Edwin,Number,4
1964,Emil,Number,
1964,Fabian,Number,
1964,Finnan,Number,
1964,Frankie,Number,
1964,Frederick,Number,26
1964,Gerry,Number,
1964,Hamza,Number,
1964,Kalem,Number,
1964,Kayden,Number,
1964,Kilian,Number,
1964,Luc,Number,
1964,Lukasz,Number,
1964,Maurice,Number,120
1964,Mike,Number,
1964,Natan,Number,
1964,Ned,Number,
1964,Oliwier,Number,
1964,Sean Og,Number,
1964,Tobias,Number,
1964,Chris,Number,
1964,Cornelius,Number,161
1964,Cristian,Number,
1964,Darius,Number,
1964,Dion,Number,
1964,Eugene,Number,123
1964,Finian,Number,10
1964,Gareth,Number,4
1964,Johnathan,Number,
1964,Julian,Number,6
1964,Kaylem,Number,
1964,Keegan,Number,
1964,Kornel,Number,
1964,Krzysztof,Number,
1964,Levi,Number,
1964,Marcos,Number,
1964,Maxwell,Number,
1964,Miguel,Number,
1964,Pedro,Number,
1964,Piotr,Number,
1964,Rayan,Number,
1964,Robin,Number,
1964,Rokas,Number,
1964,Roman,Number,
1964,Seanan,Number,
1964,Stanislaw,Number,
1964,Theodore,Number,4
1964,Tomasz,Number,
1964,Trevor,Number,28
1964,Xavier,Number,
1964,Yu,Number,
1964,Abdul,Number,
1964,Ahmad,Number,
1964,Andreas,Number,
1964,Arnas,Number,
1964,Artur,Number,
1964,Bartlomiej,Number,
1964,Benas,Number,
1964,Brion,Number,
1964,Brody,Number,
1964,Caden,Number,
1964,Cailum,Number,
1964,Caoilte,Number,
1964,Casey,Number,
1964,Cayden,Number,
1964,Charley,Number,
1964,Damian,Number,56
1964,Dennis,Number,6
1964,Deon,Number,
1964,Eryk,Number,
1964,Iain,Number,
1964,Iosif,Number,
1964,Jaden,Number,
1964,Jeffrey,Number,8
1964,Jimmy,Number,
1964,Jonas,Number,
1964,Keane,Number,
1964,Kenzie,Number,
1964,Kuba,Number,
1964,Larry,Number,
1964,Leonard,Number,17
1964,Marcin,Number,
1964,Olaf,Number,
1964,Peadar,Number,
1964,Phillip,Number,14
1964,Se,Number,
1964,Stuart,Number,9
1964,Terry,Number,
1964,Wojciech,Number,
1964,Ajay,Number,
1964,Archie,Number,
1964,Arran,Number,
1964,Art,Number,
1964,Ayaan,Number,
1964,Aymen,Number,
1964,Beau,Number,
1964,Byron,Number,
1964,Cal,Number,
1964,Carlos,Number,
1964,Caylum,Number,
1964,Clinton,Number,
1964,Colum,Number,18
1964,Conrad,Number,7
1964,Damon,Number,
1964,Dane,Number,
1964,Daniels,Number,
1964,Domhnall,Number,
1964,Dominick,Number,24
1964,Dominykas,Number,
1964,Drew,Number,
1964,Edmund,Number,26
1964,Emilis,Number,
1964,Enoch,Number,
1964,Flynn,Number,
1964,Franciszek,Number,
1964,Jackson,Number,
1964,Jared,Number,
1964,Jody,Number,
1964,Kaden,Number,
1964,Kalum,Number,
1964,Keenan,Number,
1964,Kelan,Number,
1964,Kristers,Number,
1964,Leighton,Number,
1964,Luan,Number,
1964,Malachi,Number,
1964,Markus,Number,
1964,Matt,Number,
1964,Matteo,Number,
1964,Maximus,Number,
1964,Raphael,Number,
1964,Regan,Number,
1964,Ricardo,Number,
1964,Ricky,Number,
1964,Russell,Number,4
1964,Sami,Number,
1964,Seosamh,Number,4
1964,Solomon,Number,
1964,Syed,Number,
1964,Terence,Number,102
1964,Thady,Number,
1964,Tyrese,Number,
1964,Wesley,Number,
1964,Aedan,Number,
1964,Airidas,Number,
1964,Aironas,Number,
1964,Aleks,Number,
1964,Allan,Number,11
1964,Alvin,Number,
1964,Amir,Number,
1964,Anton,Number,
1964,Armandas,Number,
1964,Arron,Number,
1964,Arturs,Number,
1964,Aryan,Number,
1964,Brady,Number,
1964,Cain,Number,
1964,Callan,Number,
1964,Caolain,Number,
1964,Christy,Number,
1964,Con,Number,
1964,Cullen,Number,
1964,Curtis,Number,
1964,Danielius,Number,
1964,Deimantas,Number,
1964,Divine,Number,
1964,Dwayne,Number,
1964,Eduard,Number,
1964,Eimhin,Number,
1964,Elias,Number,
1964,Emils,Number,
1964,Enrico,Number,
1964,Eolann,Number,
1964,Erikas,Number,
1964,Fahad,Number,
1964,Feilim,Number,
1964,Felim,Number,3
1964,Fergus,Number,71
1964,Finan,Number,
1964,Finbarr,Number,61
1964,Fred,Number,
1964,Fynn,Number,
1964,Gabrielius,Number,
1964,Gordon,Number,16
1964,Gracjan,Number,
1964,Hassan,Number,
1964,Jacek,Number,
1964,Jaiden,Number,
1964,Jarlath,Number,13
1964,Jayson,Number,
1964,Jerome,Number,18
1964,Kaleb,Number,
1964,Kallum,Number,
1964,Kalvin,Number,
1964,Kiefer,Number,
1964,Konrad,Number,
1964,Krish,Number,
1964,Kristian,Number,
1964,Kylan,Number,
1964,Kyran,Number,3
1964,Lawrence,Number,18
1964,Lennox,Number,
1964,Leroy,Number,
1964,Luis,Number,
1964,Marek,Number,
1964,Marko,Number,
1964,Martynas,Number,
1964,Mazin,Number,
1964,Milan,Number,
1964,Muhammed,Number,
1964,Mustafa,Number,
1964,Nataniel,Number,
1964,Neal,Number,5
1964,Nedas,Number,
1964,Nick,Number,
1964,Nicky,Number,
1964,Niks,Number,
1964,Norbert,Number,
1964,Obed,Number,
1964,Orlando,Number,
1964,Pearce,Number,
1964,Phelim,Number,9
1964,Pijus,Number,
1964,Praise,Number,
1964,Pranav,Number,
1964,Quinn,Number,
1964,Rafael,Number,
1964,Raul,Number,
1964,Rio,Number,
1964,Rioghan,Number,
1964,Roberto,Number,
1964,Roberts,Number,
1964,Ronald,Number,37
1964,Rui,Number,
1964,Salvador,Number,
1964,Samson,Number,
1964,Seth,Number,
1964,Simeon,Number,
1964,Stanislav,Number,
1964,Taha,Number,
1964,Taidgh,Number,
1964,Tariq,Number,
1964,Viktor,Number,
1964,Wilson,Number,
1964,Wyatt,Number,
1964,Aarron,Number,
1964,Abdurahman,Number,
1964,Adams,Number,
1964,Alanas,Number,
1964,Alessandro,Number,
1964,Alexis,Number,
1964,Alfred,Number,15
1964,Allen,Number,9
1964,Amin,Number,
1964,Anas,Number,
1964,Andrej,Number,
1964,Andrzej,Number,
1964,Angelo,Number,
1964,Angus,Number,3
1964,Aodan,Number,
1964,Arkadiusz,Number,
1964,Axel,Number,
1964,Balazs,Number,
1964,Becali,Number,
1964,Beniamin,Number,
1964,Bilal,Number,
1964,Blaine,Number,
1964,Blazej,Number,
1964,Bo,Number,
1964,Boluwatife,Number,
1964,Brad,Number,
1964,Brandyn,Number,
1964,Brayden,Number,
1964,Bruno,Number,
1964,Bryce,Number,
1964,Cael,Number,
1964,Cahir,Number,
1964,Caimin,Number,
1964,Chulainn,Number,
1964,Cohen,Number,
1964,Collins,Number,
1964,Colman,Number,17
1964,Culainn,Number,
1964,Dale,Number,
1964,Dallan,Number,
1964,Darcy,Number,
1964,Daven,Number,
1964,Davey,Number,
1964,Davitt,Number,
1964,Denzel,Number,
1964,Destiny,Number,
1964,Devan,Number,
1964,Dillan,Number,
1964,Dmitrijs,Number,
1964,Don,Number,
1964,Donnachadh,Number,
1964,Donnagh,Number,
1964,Dovydas,Number,
1964,Eden,Number,
1964,Edgaras,Number,
1964,Ellis,Number,
1964,Emanuel,Number,
1964,Emmett,Number,
1964,Eoghain,Number,
1964,Ephraim,Number,
1964,Eriks,Number,
1964,Ernest,Number,7
1964,Ernestas,Number,
1964,Evin,Number,
1964,Fearghal,Number,3
1964,Francesco,Number,
1964,Freddy,Number,
1964,Garret,Number,
1964,Garry,Number,20
1964,Garvan,Number,
1964,Geordan,Number,
1964,Gerald,Number,94
1964,Gideon,Number,
1964,Giovanni,Number,
1964,Grantas,Number,
1964,Guilherme,Number,
1964,Guy,Number,
1964,Gvidas,Number,
1964,Habib,Number,
1964,Harley,Number,
1964,Hasan,Number,
1964,Iarla,Number,
1964,Ignas,Number,
1964,Isa,Number,
1964,Isaiah,Number,
1964,Jago,Number,
1964,Jaydon,Number,
1964,Jia,Number,
1964,Joao,Number,
1964,Johan,Number,
1964,John Paul,Number,
1964,Jon,Number,
1964,Jose,Number,
1964,Juan,Number,
1964,Julius,Number,
1964,Kade,Number,
1964,Kaelem,Number,
1964,Kailum,Number,
1964,Kajetan,Number,
1964,Kalen,Number,
1964,Kaylum,Number,
1964,Keagan,Number,
1964,Kean,Number,
1964,Keanu,Number,
1964,Keelin,Number,
1964,Kehinde,Number,
1964,Kenan,Number,
1964,Kevinas,Number,
1964,Khalid,Number,
1964,Khalil,Number,
1964,Kiernan,Number,10
1964,King,Number,
1964,Kris,Number,
1964,Kurt,Number,
1964,Kurtis,Number,
1964,Kyron,Number,
1964,Lachlan,Number,
1964,Lincoln,Number,
1964,Lochlainn,Number,
1964,Loic,Number,
1964,Lorenzo,Number,3
1964,Lucca,Number,
1964,Maitiu,Number,
1964,Maksims,Number,
1964,Maksym,Number,
1964,Malik,Number,
1964,Manus,Number,11
1964,Matei,Number,
1964,Mel,Number,16
1964,Micah,Number,
1964,Milosz,Number,
1964,Muiris,Number,
1964,Mustapha,Number,
1964,Nash,Number,
1964,Orin,Number,
1964,Paidi,Number,
1964,Paraic,Number,
1964,Paulius,Number,
1964,Pavel,Number,
1964,Precious,Number,
1964,Quin,Number,
1964,Ralph,Number,4
1964,Reese,Number,
1964,Rehan,Number,
1964,Remi,Number,
1964,Rick,Number,
1964,Rion,Number,
1964,Roger,Number,22
1964,Rohan,Number,
1964,Ronin,Number,
1964,Ruan,Number,
1964,Rudi,Number,
1964,Saad,Number,
1964,Sammy,Number,
1964,Tadg,Number,3
1964,Taidhg,Number,
1964,Tajus,Number,
1964,Theodor,Number,
1964,Tiago,Number,
1964,Timmy,Number,
1964,Tommie,Number,
1964,Torin,Number,
1964,Tristian,Number,
1964,Tymon,Number,
1964,Tymoteusz,Number,
1964,Tyrone,Number,
1964,Vakaris,Number,
1964,Vladislav,Number,
1964,Walter,Number,24
1964,Wisdom,Number,
1964,Xander,Number,
1964,Yusuf,Number,
1964,Zane,Number,
1964,Zayd,Number,
1964,Ze,Number,
1964,Zi Hao,Number,
1964,Zihan,Number,
1964,Jun,Number,
1964,Abdelrahman,Number,
1964,Adem,Number,
1964,Adrians,Number,
1964,Aidas,Number,
1964,Alastair,Number,
1964,Alec,Number,
1964,Alejandro,Number,
1964,Aleksandr,Number,
1964,Alexandr,Number,
1964,Alistair,Number,
1964,Ameer,Number,
1964,Amos,Number,
1964,Anand,Number,
1964,Andrius,Number,
1964,Aonghus,Number,
1964,Arian,Number,
1964,Arman,Number,
1964,Arminas,Number,
1964,Aronas,Number,
1964,Asher,Number,
1964,Avram,Number,
1964,Barney,Number,
1964,Barra,Number,
1964,Bartholomew,Number,44
1964,Basil,Number,3
1964,Benedict,Number,10
1964,Bernie,Number,
1964,Blaise,Number,
1964,Blessing,Number,
1964,Bob,Number,
1964,Borys,Number,
1964,Brajan,Number,
1964,Brandan,Number,
1964,Brayan,Number,
1964,Cai,Number,
1964,Caiden,Number,
1964,Cailean,Number,
1964,Caine,Number,
1964,Calan,Number,
1964,Calem,Number,
1964,Camden,Number,
1964,Camron,Number,
1964,Carter,Number,
1964,Chad,Number,
1964,Cianan,Number,
1964,Ciarain,Number,
1964,Codey,Number,
1964,Codie,Number,
1964,Collin,Number,
1964,Connell,Number,3
1964,Cooper,Number,
1964,Criostoir,Number,
1964,Culann,Number,
1964,Cyprian,Number,
1964,Danann,Number,
1964,Danial,Number,
1964,Danil,Number,
1964,Dante,Number,
1964,Darra,Number,
1964,Darryl,Number,
1964,Dave,Number,
1964,Davis,Number,
1964,Dawson,Number,
1964,Dayle,Number,
1964,Dayne,Number,
1964,Deivid,Number,
1964,Deniz,Number,
1964,Dexter,Number,
1964,Domantas,Number,
1964,Drake,Number,
1964,Dylon,Number,
1964,Edan,Number,
1964,Edvardas,Number,
1964,Egor,Number,
1964,Eimantas,Number,
1964,Elisei,Number,
1964,Elvin,Number,
1964,Elvis,Number,
1964,Enrique,Number,
1964,Erick,Number,
1964,Erin,Number,
1964,Eunan,Number,7
1964,Ezekiel,Number,
1964,Fabio,Number,
1964,Faustas,Number,
1964,Favour,Number,
1964,Felipe,Number,
1964,Fiach,Number,3
1964,Finley,Number,
1964,Finnian,Number,3
1964,Franklin,Number,
1964,Garbhan,Number,
1964,Garrett,Number,47
1964,Geoff,Number,
1964,Godwin,Number,
1964,Graeme,Number,
1964,Grant,Number,
1964,Hadi,Number,
1964,Hao,Number,
1964,Harris,Number,
1964,Hunter,Number,
1964,Ilya,Number,
1964,Ioan,Number,
1964,Issac,Number,
1964,Jakob,Number,
1964,Jamal,Number,
1964,Janis,Number,
1964,Jasper,Number,
1964,Jeaic,Number,
1964,Jean,Number,
1964,Jed,Number,
1964,Jeff,Number,
1964,Jessie,Number,
1964,Jethro,Number,
1964,Joris,Number,
1964,Josef,Number,
1964,Aaran,Number,
1964,Aarav,Number,
1964,Aaryan,Number,
1964,Abdirahman,Number,
1964,Abdulrahman,Number,
1964,Abraham,Number,
1964,Adas,Number,
1964,Aden,Number,
1964,Adomas,Number,
1964,Adrianas,Number,
1964,Aengus,Number,5
1964,Ailbe,Number,
1964,Aj,Number,
1964,Aleksandrs,Number,
1964,Alessio,Number,
1964,Alexey,Number,
1964,Andi,Number,
1964,Andres,Number,
1964,Anish,Number,
1964,Aodh,Number,6
1964,Arjun,Number,
1964,Arlo,Number,
1964,Armani,Number,
1964,Armin,Number,
1964,Artem,Number,
1964,Artyom,Number,
1964,Asa,Number,
1964,Ashley,Number,
1964,Aston,Number,
1964,Ayan,Number,
1964,Ayden,Number,
1964,Bence,Number,
1964,Bentley,Number,
1964,Bobbie,Number,
1964,Bodhi,Number,
1964,Boris,Number,
1964,Bowie,Number,
1964,Bradan,Number,
1964,Brax,Number,
1964,Braxton,Number,
1964,Brodie,Number,
1964,Brogan,Number,
1964,Bruce,Number,5
1964,Cailan,Number,
1964,Canice,Number,3
1964,Caomhan,Number,
1964,Carson,Number,
1964,Casper,Number,
1964,Cassian,Number,
1964,Chase,Number,
1964,Che,Number,
1964,Coby,Number,
1964,Colton,Number,
1964,Cuinn,Number,
1964,Darach,Number,
1964,Davi,Number,
1964,Davy,Number,
1964,Denas,Number,
1964,Domas,Number,
1964,Dorian,Number,
1964,Douglas,Number,8
1964,Eason,Number,
1964,Edmond,Number,45
1964,Eduardo,Number,
1964,Edvinas,Number,
1964,Eibhear,Number,
1964,Ely,Number,
1964,Enzo,Number,
1964,Etienne,Number,
1964,Evanas,Number,
1964,Ezra,Number,
1964,Faolan,Number,
1964,Feliks,Number,
1964,Fletcher,Number,
1964,Francie,Number,
1964,Franek,Number,
1964,Geoffrey,Number,11
1964,Giacomo,Number,
1964,Grzegorz,Number,
1964,Gustas,Number,
1964,Hari,Number,
1964,Haris,Number,
1964,Harold,Number,11
1964,Heath,Number,
1964,Hector,Number,
1964,Hudson,Number,
1964,Hughie,Number,
1964,Hussein,Number,
1964,Iarlaith,Number,
1964,Immanuel,Number,
1964,Iollan,Number,
1964,Jace,Number,
1964,Jai,Number,
1964,Jaxon,Number,
1964,Jaxson,Number,
1964,Jaydan,Number,
1964,Jensen,Number,
1964,Jenson,Number,
1964,Jer,Number,
1964,Jermaine,Number,
1964,Jokubas,Number,
1964,Juliusz,Number,
1964,Kacey,Number,
1964,Kael,Number,
1964,Kaiden,Number,
1964,Kain,Number,
1964,Karim,Number,
1964,Kasey,Number,
1964,Kasper,Number,
1964,Kayne,Number,
1964,Keilan,Number,
1964,Kellan,Number,
1964,Kirill,Number,
1964,Koby,Number,
1964,Kody,Number,
1964,Konstantin,Number,
1964,Korey,Number,
1964,Kristupas,Number,
1964,Ksawery,Number,
1964,Kye,Number,
1964,Layton,Number,
1964,Leeroy,Number,
1964,Levente,Number,
1964,Leyton,Number,
1964,Lochlan,Number,
1964,Lucian,Number,
1964,Macdara,Number,5
1964,Maddox,Number,
1964,Maison,Number,
1964,Malcolm,Number,13
1964,Mannix,Number,
1964,Manuel,Number,
1964,Markas,Number,
1964,Mate,Number,
1964,Matej,Number,
1964,Mateo,Number,
1964,Matiss,Number,
1964,Matthias,Number,3
1964,Matus,Number,
1964,Maxime,Number,
1964,Maximillian,Number,
1964,Mayson,Number,
1964,Mckenzie,Number,
1964,Mihail,Number,
1964,Mikhail,Number,
1964,Miles,Number,
1964,Miley,Number,
1964,Moise,Number,
1964,Moses,Number,
1964,Mylo,Number,
1964,Neitas,Number,
1964,Nelson,Number,
1964,Nikolas,Number,
1964,Noe,Number,
1964,Nolan,Number,
1964,Oliwer,Number,
1964,Olly,Number,
1964,Omar,Number,
1964,Omer,Number,
1964,Oskaras,Number,
1964,Parker,Number,
1964,Pat,Number,
1964,Patrik,Number,
1964,Paudi,Number,
1964,Paudie,Number,
1964,Phoenix,Number,
1964,Radoslaw,Number,
1964,Rafal,Number,
1964,Rares,Number,
1964,Ray,Number,
1964,Reagan,Number,
1964,Rex,Number,
1964,Ricco,Number,
1964,Richie,Number,
1964,Rionn,Number,
1964,Rodrigo,Number,
1964,Rogan,Number,
1964,Rojus,Number,
1964,Romeo,Number,
1964,Rua,Number,
1964,Ruari,Number,
1964,Rueben,Number,
1964,Rufus,Number,
1964,Rupert,Number,
1964,Rylan,Number,
1964,Rylee,Number,
1964,Ryley,Number,
1964,Safwan,Number,
1964,Samir,Number,
1964,Seanie,Number,
1964,Sebastien,Number,
1964,Seimi,Number,
1964,Sonnie,Number,
1964,Sorin,Number,
1964,Spencer,Number,
1964,Stanley,Number,4
1964,Steve,Number,
1964,Sultan,Number,
1964,Sylwester,Number,
1964,Tarik,Number,
1964,Teddy,Number,
1964,Teo,Number,
1964,Thaddeus,Number,
1964,Tighe,Number,
1964,Tj,Number,
1964,Tobiasz,Number,
1964,Tomas Og,Number,
1964,Tommaso,Number,
1964,Tommy Lee,Number,
1964,Tommy-Lee,Number,
1964,Umar,Number,
1964,Yannis,Number,
1964,Youcef,Number,
1964,Younes,Number,
1964,Yousef,Number,
1964,Youssef,Number,
1964,Zaid,Number,
1964,Zain,Number,
1964,Zakaria,Number,
1964,Zayn,Number,
1964,A.J.,Number,
1964,Aayan,Number,
1964,Abdallah,Number,
1964,Abdel,Number,
1964,Abhinav,Number,
1964,Abiel,Number,
1964,Abiola,Number,
1964,Adamas,Number,
1964,Adedamola,Number,
1964,Adeola,Number,
1964,Adeoluwa,Number,
1964,Adeshola,Number,
1964,Adnan,Number,
1964,Adrijus,Number,
1964,Ahad,Number,
1964,Akeem,Number,
1964,Al,Number,
1964,Alain,Number,
1964,Alberto,Number,
1964,Albin,Number,
