Year,Names,UNIT,VALUE
1970,Dillon,Number,
1970,Eanna,Number,5
1970,Justin,Number,70
1970,Marc,Number,6
1970,Damien,Number,149
1970,Mateusz,Number,
1970,Muhammad,Number,
1970,Henry,Number,53
1970,Glen,Number,17
1970,Szymon,Number,
1970,Zack,Number,
1970,Reuben,Number,
1970,Timothy,Number,231
1970,Jan,Number,
1970,Barry,Number,150
1970,Blake,Number,
1970,Bryan,Number,29
1970,Lennon,Number,
1970,Tiarnan,Number,
1970,Declan,Number,518
1970,Emmet,Number,20
1970,Hayden,Number,
1970,Jordan,Number,
1970,Donal,Number,165
1970,Ian,Number,147
1970,Jude,Number,13
1970,Riain,Number,
1970,Victor,Number,16
1970,Alfie,Number,
1970,Dominik,Number,
1970,Eamon,Number,71
1970,Fiachra,Number,8
1970,Gabriel,Number,36
1970,Logan,Number,
1970,Donncha,Number,5
1970,Elliot,Number,
1970,Gary,Number,122
1970,Ivan,Number,46
1970,Joey,Number,
1970,Kai,Number,
1970,Mikolaj,Number,
1970,Neil,Number,38
1970,Pierce,Number,11
1970,Enda,Number,105
1970,Hugo,Number,
1970,Jesse,Number,4
1970,Lukas,Number,
1970,Morgan,Number,20
1970,Vincent,Number,127
1970,Luka,Number,
1970,Shayne,Number,
1970,Troy,Number,7
1970,Zachary,Number,
1970,Arthur,Number,16
1970,Donagh,Number,12
1970,Noel,Number,372
1970,Shea,Number,
1970,Theo,Number,
1970,Toby,Number,
1970,Bernard,Number,151
1970,Eamonn,Number,96
1970,Emmanuel,Number,
1970,Joel,Number,
1970,Kamil,Number,
1970,Olivier,Number,
1970,Pearse,Number,8
1970,Travis,Number,
1970,Aodhan,Number,
1970,Euan,Number,
1970,Jonah,Number,
1970,Mathew,Number,4
1970,Mohammad,Number,
1970,Raymond,Number,241
1970,Tony,Number,6
1970,Conal,Number,7
1970,Conn,Number,4
1970,Dominic,Number,32
1970,Fintan,Number,45
1970,Mason,Number,
1970,Padraic,Number,14
1970,Ali,Number,
1970,Bartosz,Number,
1970,Kane,Number,
1970,Matas,Number,
1970,Naoise,Number,4
1970,Ruadhan,Number,
1970,Antoni,Number,
1970,Bailey,Number,
1970,Brooklyn,Number,
1970,Clayton,Number,
1970,Conan,Number,5
1970,Felix,Number,
1970,Francis,Number,305
1970,Frank,Number,9
1970,Harvey,Number,
1970,Johnny,Number,
1970,Michal,Number,
1970,Mikey,Number,
1970,Nikodem,Number,
1970,Roan,Number,
1970,Rowan,Number,3
1970,Wayne,Number,28
1970,Will,Number,
1970,Zak,Number,
1970,Aran,Number,
1970,Carl,Number,39
1970,Derek,Number,342
1970,Lochlann,Number,
1970,Maciej,Number,
1970,Maksymilian,Number,
1970,Marcel,Number,
1970,Myles,Number,25
1970,Nikita,Number,
1970,Preston,Number,
1970,Zac,Number,
1970,Ahmed,Number,
1970,Alexandru,Number,
1970,Desmond,Number,136
1970,Elijah,Number,
1970,Elliott,Number,
1970,Ferdia,Number,
1970,Fionnan,Number,
1970,Harrison,Number,
1970,Mohammed,Number,
1970,Nicolas,Number,
1970,Olan,Number,
1970,Pawel,Number,
1970,Prince,Number,
1970,Robbie,Number,
1970,Roy,Number,21
1970,Sonny,Number,
1970,Stefan,Number,
1970,Dermot,Number,229
1970,Glenn,Number,27
1970,Igor,Number,
1970,Kenneth,Number,254
1970,Laurence,Number,97
1970,Marco,Number,
1970,Milo,Number,
1970,Mohamed,Number,
1970,Ultan,Number,4
1970,Warren,Number,10
1970,Ashton,Number,
1970,Austin,Number,23
1970,Davin,Number,3
1970,Donnchadh,Number,
1970,Finlay,Number,
1970,Freddie,Number,
1970,Graham,Number,53
1970,Jeremiah,Number,119
1970,Jerry,Number,
1970,Kealan,Number,
1970,Maxim,Number,
1970,Maximilian,Number,
1970,Riley,Number,
1970,Rocco,Number,
1970,Ruben,Number,
1970,Tim,Number,
1970,Wiktor,Number,
1970,Aron,Number,
1970,Bill,Number,
1970,Caoimhin,Number,
1970,Cuan,Number,
1970,Dan,Number,
1970,Derry,Number,
1970,Devin,Number,
1970,Diego,Number,
1970,Fionan,Number,3
1970,Gregory,Number,75
1970,Ibrahim,Number,
1970,Jeremy,Number,11
1970,Kajus,Number,
1970,Louie,Number,
1970,Mario,Number,
1970,Rossa,Number,3
1970,Abdullah,Number,
1970,Aleksander,Number,
1970,Andre,Number,4
1970,Andrei,Number,
1970,Antonio,Number,6
1970,Briain,Number,
1970,Caelan,Number,
1970,Cole,Number,
1970,Cory,Number,
1970,Eli,Number,
1970,Erik,Number,
1970,Feidhlim,Number,
1970,Fergal,Number,153
1970,Hubert,Number,16
1970,Jim,Number,3
1970,Karol,Number,
1970,Kelvin,Number,
1970,Krystian,Number,
1970,Leigh,Number,3
1970,Leonardo,Number,
1970,Maksim,Number,
1970,Malachy,Number,22
1970,Markuss,Number,
1970,Nathaniel,Number,
1970,Nojus,Number,
1970,Ollie,Number,
1970,Pauric,Number,3
1970,Ruaidhri,Number,
1970,Saul,Number,
1970,Ted,Number,
1970,Turlough,Number,5
1970,Zachariah,Number,
1970,Abel,Number,
1970,Aiden,Number,43
1970,Albert,Number,27
1970,Alexandre,Number,
1970,Andy,Number,
1970,Daryl,Number,
1970,Deividas,Number,
1970,Devon,Number,
1970,Diarmaid,Number,5
1970,Eddie,Number,
1970,Edwin,Number,7
1970,Emil,Number,
1970,Fabian,Number,4
1970,Finnan,Number,
1970,Frankie,Number,
1970,Frederick,Number,24
1970,Gerry,Number,
1970,Hamza,Number,
1970,Kalem,Number,
1970,Kayden,Number,
1970,Kilian,Number,3
1970,Luc,Number,
1970,Lukasz,Number,
1970,Maurice,Number,113
1970,Mike,Number,
1970,Natan,Number,
1970,Ned,Number,
1970,Oliwier,Number,
1970,Sean Og,Number,
1970,Tobias,Number,
1970,Chris,Number,
1970,Cornelius,Number,118
1970,Cristian,Number,
1970,Darius,Number,
1970,Dion,Number,
1970,Eugene,Number,103
1970,Finian,Number,7
1970,Gareth,Number,43
1970,Johnathan,Number,
1970,Julian,Number,25
1970,Kaylem,Number,
1970,Keegan,Number,
1970,Kornel,Number,
1970,Krzysztof,Number,
1970,Levi,Number,
1970,Marcos,Number,
1970,Maxwell,Number,
1970,Miguel,Number,
1970,Pedro,Number,
1970,Piotr,Number,
1970,Rayan,Number,
1970,Robin,Number,7
1970,Rokas,Number,
1970,Roman,Number,
1970,Seanan,Number,
1970,Stanislaw,Number,
1970,Theodore,Number,
1970,Tomasz,Number,
1970,Trevor,Number,95
1970,Xavier,Number,
1970,Yu,Number,
1970,Abdul,Number,
1970,Ahmad,Number,
1970,Andreas,Number,5
1970,Arnas,Number,
1970,Artur,Number,
1970,Bartlomiej,Number,
1970,Benas,Number,
1970,Brion,Number,
1970,Brody,Number,
1970,Caden,Number,
1970,Cailum,Number,
1970,Caoilte,Number,
1970,Casey,Number,
1970,Cayden,Number,
1970,Charley,Number,
1970,Damian,Number,126
1970,Dennis,Number,6
1970,Deon,Number,
1970,Eryk,Number,
1970,Iain,Number,
1970,Iosif,Number,
1970,Jaden,Number,
1970,Jeffrey,Number,25
1970,Jimmy,Number,
1970,Jonas,Number,
1970,Keane,Number,
1970,Kenzie,Number,
1970,Kuba,Number,
1970,Larry,Number,
1970,Leonard,Number,33
1970,Marcin,Number,
1970,Olaf,Number,
1970,Peadar,Number,7
1970,Phillip,Number,10
1970,Se,Number,
1970,Stuart,Number,34
1970,Terry,Number,
1970,Wojciech,Number,
1970,Ajay,Number,
1970,Archie,Number,
1970,Arran,Number,
1970,Art,Number,
1970,Ayaan,Number,
1970,Aymen,Number,
1970,Beau,Number,
1970,Byron,Number,
1970,Cal,Number,
1970,Carlos,Number,3
1970,Caylum,Number,
1970,Clinton,Number,3
1970,Colum,Number,25
1970,Conrad,Number,
1970,Damon,Number,
1970,Dane,Number,
1970,Daniels,Number,
1970,Domhnall,Number,4
1970,Dominick,Number,10
1970,Dominykas,Number,
1970,Drew,Number,
1970,Edmund,Number,25
1970,Emilis,Number,
1970,Enoch,Number,
1970,Flynn,Number,
1970,Franciszek,Number,
1970,Jackson,Number,
1970,Jared,Number,
1970,Jody,Number,
1970,Kaden,Number,
1970,Kalum,Number,
1970,Keenan,Number,
1970,Kelan,Number,
1970,Kristers,Number,
1970,Leighton,Number,
1970,Luan,Number,
1970,Malachi,Number,
1970,Markus,Number,
1970,Matt,Number,
1970,Matteo,Number,
1970,Maximus,Number,
1970,Raphael,Number,5
1970,Regan,Number,
1970,Ricardo,Number,
1970,Ricky,Number,
1970,Russell,Number,6
1970,Sami,Number,
1970,Seosamh,Number,3
1970,Solomon,Number,
1970,Syed,Number,
1970,Terence,Number,96
1970,Thady,Number,
1970,Tyrese,Number,
1970,Wesley,Number,6
1970,Aedan,Number,
1970,Airidas,Number,
1970,Aironas,Number,
1970,Aleks,Number,
1970,Allan,Number,26
1970,Alvin,Number,
1970,Amir,Number,
1970,Anton,Number,
1970,Armandas,Number,
1970,Arron,Number,
1970,Arturs,Number,
1970,Aryan,Number,
1970,Brady,Number,
1970,Cain,Number,
1970,Callan,Number,
1970,Caolain,Number,
1970,Christy,Number,
1970,Con,Number,
1970,Cullen,Number,
1970,Curtis,Number,
1970,Danielius,Number,
1970,Deimantas,Number,
1970,Divine,Number,
1970,Dwayne,Number,
1970,Eduard,Number,
1970,Eimhin,Number,
1970,Elias,Number,
1970,Emils,Number,
1970,Enrico,Number,
1970,Eolann,Number,
1970,Erikas,Number,
1970,Fahad,Number,
1970,Feilim,Number,
1970,Felim,Number,
1970,Fergus,Number,73
1970,Finan,Number,
1970,Finbarr,Number,50
1970,Fred,Number,
1970,Fynn,Number,
1970,Gabrielius,Number,
1970,Gordon,Number,40
1970,Gracjan,Number,
1970,Hassan,Number,
1970,Jacek,Number,
1970,Jaiden,Number,
1970,Jarlath,Number,12
1970,Jayson,Number,
1970,Jerome,Number,12
1970,Kaleb,Number,
1970,Kallum,Number,
1970,Kalvin,Number,
1970,Kiefer,Number,
1970,Konrad,Number,
1970,Krish,Number,
1970,Kristian,Number,
1970,Kylan,Number,
1970,Kyran,Number,
1970,Lawrence,Number,9
1970,Lennox,Number,
1970,Leroy,Number,
1970,Luis,Number,
1970,Marek,Number,
1970,Marko,Number,
1970,Martynas,Number,
1970,Mazin,Number,
1970,Milan,Number,
1970,Muhammed,Number,
1970,Mustafa,Number,
1970,Nataniel,Number,
1970,Neal,Number,8
1970,Nedas,Number,
1970,Nick,Number,
1970,Nicky,Number,
1970,Niks,Number,
1970,Norbert,Number,
1970,Obed,Number,
1970,Orlando,Number,
1970,Pearce,Number,
1970,Phelim,Number,8
1970,Pijus,Number,
1970,Praise,Number,
1970,Pranav,Number,
1970,Quinn,Number,
1970,Rafael,Number,
1970,Raul,Number,
1970,Rio,Number,
1970,Rioghan,Number,
1970,Roberto,Number,
1970,Roberts,Number,
1970,Ronald,Number,24
1970,Rui,Number,
1970,Salvador,Number,
1970,Samson,Number,
1970,Seth,Number,
1970,Simeon,Number,
1970,Stanislav,Number,
1970,Taha,Number,
1970,Taidgh,Number,
1970,Tariq,Number,
1970,Viktor,Number,
1970,Wilson,Number,
1970,Wyatt,Number,
1970,Aarron,Number,
1970,Abdurahman,Number,
1970,Adams,Number,
1970,Alanas,Number,
1970,Alessandro,Number,
1970,Alexis,Number,
1970,Alfred,Number,10
1970,Allen,Number,22
1970,Amin,Number,
1970,Anas,Number,
1970,Andrej,Number,
1970,Andrzej,Number,
1970,Angelo,Number,
1970,Angus,Number,3
1970,Aodan,Number,
1970,Arkadiusz,Number,
1970,Axel,Number,
1970,Balazs,Number,
1970,Becali,Number,
1970,Beniamin,Number,
1970,Bilal,Number,
1970,Blaine,Number,
1970,Blazej,Number,
1970,Bo,Number,
1970,Boluwatife,Number,
1970,Brad,Number,
1970,Brandyn,Number,
1970,Brayden,Number,
1970,Bruno,Number,
1970,Bryce,Number,
1970,Cael,Number,
1970,Cahir,Number,
1970,Caimin,Number,
1970,Chulainn,Number,
1970,Cohen,Number,
1970,Collins,Number,
1970,Colman,Number,9
1970,Culainn,Number,
1970,Dale,Number,
1970,Dallan,Number,
1970,Darcy,Number,
1970,Daven,Number,
1970,Davey,Number,
1970,Davitt,Number,
1970,Denzel,Number,
1970,Destiny,Number,
1970,Devan,Number,
1970,Dillan,Number,
1970,Dmitrijs,Number,
1970,Don,Number,6
1970,Donnachadh,Number,
1970,Donnagh,Number,
1970,Dovydas,Number,
1970,Eden,Number,
1970,Edgaras,Number,
1970,Ellis,Number,
1970,Emanuel,Number,
1970,Emmett,Number,17
1970,Eoghain,Number,
1970,Ephraim,Number,
1970,Eriks,Number,
1970,Ernest,Number,7
1970,Ernestas,Number,
1970,Evin,Number,
1970,Fearghal,Number,7
1970,Francesco,Number,
1970,Freddy,Number,
1970,Garret,Number,15
1970,Garry,Number,50
1970,Garvan,Number,8
1970,Geordan,Number,
1970,Gerald,Number,80
1970,Gideon,Number,
1970,Giovanni,Number,
1970,Grantas,Number,
1970,Guilherme,Number,
1970,Guy,Number,4
1970,Gvidas,Number,
1970,Habib,Number,
1970,Harley,Number,
1970,Hasan,Number,
1970,Iarla,Number,
1970,Ignas,Number,
1970,Isa,Number,
1970,Isaiah,Number,
1970,Jago,Number,
1970,Jaydon,Number,
1970,Jia,Number,
1970,Joao,Number,
1970,Johan,Number,
1970,John Paul,Number,
1970,Jon,Number,
1970,Jose,Number,
1970,Juan,Number,
1970,Julius,Number,
1970,Kade,Number,
1970,Kaelem,Number,
1970,Kailum,Number,
1970,Kajetan,Number,
1970,Kalen,Number,
1970,Kaylum,Number,
1970,Keagan,Number,
1970,Kean,Number,
1970,Keanu,Number,
1970,Keelin,Number,
1970,Kehinde,Number,
1970,Kenan,Number,
1970,Kevinas,Number,
1970,Khalid,Number,
1970,Khalil,Number,
1970,Kiernan,Number,3
1970,King,Number,
1970,Kris,Number,
1970,Kurt,Number,
1970,Kurtis,Number,
1970,Kyron,Number,
1970,Lachlan,Number,
1970,Lincoln,Number,
1970,Lochlainn,Number,
1970,Loic,Number,
1970,Lorenzo,Number,
1970,Lucca,Number,
1970,Maitiu,Number,
1970,Maksims,Number,
1970,Maksym,Number,
1970,Malik,Number,
1970,Manus,Number,8
1970,Matei,Number,
1970,Mel,Number,8
1970,Micah,Number,
1970,Milosz,Number,
1970,Muiris,Number,
1970,Mustapha,Number,
1970,Nash,Number,
1970,Orin,Number,
1970,Paidi,Number,
1970,Paraic,Number,
1970,Paulius,Number,
1970,Pavel,Number,
1970,Precious,Number,
1970,Quin,Number,
1970,Ralph,Number,11
1970,Reese,Number,
1970,Rehan,Number,
1970,Remi,Number,
1970,Rick,Number,
1970,Rion,Number,
1970,Roger,Number,30
1970,Rohan,Number,
1970,Ronin,Number,
1970,Ruan,Number,
1970,Rudi,Number,
1970,Saad,Number,
1970,Sammy,Number,
1970,Tadg,Number,
1970,Taidhg,Number,
1970,Tajus,Number,
1970,Theodor,Number,
1970,Tiago,Number,
1970,Timmy,Number,
1970,Tommie,Number,
1970,Torin,Number,
1970,Tristian,Number,
1970,Tymon,Number,
1970,Tymoteusz,Number,
1970,Tyrone,Number,
1970,Vakaris,Number,
1970,Vladislav,Number,
1970,Walter,Number,22
1970,Wisdom,Number,
1970,Xander,Number,
1970,Yusuf,Number,
1970,Zane,Number,
1970,Zayd,Number,
1970,Ze,Number,
1970,Zi Hao,Number,
1970,Zihan,Number,
1970,Jun,Number,
1970,Abdelrahman,Number,
1970,Adem,Number,
1970,Adrians,Number,
1970,Aidas,Number,
1970,Alastair,Number,
1970,Alec,Number,
1970,Alejandro,Number,
1970,Aleksandr,Number,
1970,Alexandr,Number,
1970,Alistair,Number,4
1970,Ameer,Number,
1970,Amos,Number,
1970,Anand,Number,
1970,Andrius,Number,
1970,Aonghus,Number,
1970,Arian,Number,
1970,Arman,Number,
1970,Arminas,Number,
1970,Aronas,Number,
1970,Asher,Number,
1970,Avram,Number,
1970,Barney,Number,
1970,Barra,Number,
1970,Bartholomew,Number,27
1970,Basil,Number,4
1970,Benedict,Number,5
1970,Bernie,Number,
1970,Blaise,Number,
1970,Blessing,Number,
1970,Bob,Number,
1970,Borys,Number,
1970,Brajan,Number,
1970,Brandan,Number,
1970,Brayan,Number,
1970,Cai,Number,
1970,Caiden,Number,
1970,Cailean,Number,
1970,Caine,Number,
1970,Calan,Number,
1970,Calem,Number,
1970,Camden,Number,
1970,Camron,Number,
1970,Carter,Number,
1970,Chad,Number,
1970,Cianan,Number,
1970,Ciarain,Number,
1970,Codey,Number,
1970,Codie,Number,
1970,Collin,Number,
1970,Connell,Number,4
1970,Cooper,Number,
1970,Criostoir,Number,
1970,Culann,Number,
1970,Cyprian,Number,
1970,Danann,Number,
1970,Danial,Number,
1970,Danil,Number,
1970,Dante,Number,
1970,Darra,Number,
1970,Darryl,Number,4
1970,Dave,Number,
1970,Davis,Number,
1970,Dawson,Number,
1970,Dayle,Number,
1970,Dayne,Number,
1970,Deivid,Number,
1970,Deniz,Number,
1970,Dexter,Number,
1970,Domantas,Number,
1970,Drake,Number,
1970,Dylon,Number,
1970,Edan,Number,
1970,Edvardas,Number,
1970,Egor,Number,
1970,Eimantas,Number,
1970,Elisei,Number,
1970,Elvin,Number,
1970,Elvis,Number,
1970,Enrique,Number,
1970,Erick,Number,
1970,Erin,Number,
1970,Eunan,Number,
1970,Ezekiel,Number,
1970,Fabio,Number,
1970,Faustas,Number,
1970,Favour,Number,
1970,Felipe,Number,
1970,Fiach,Number,
1970,Finley,Number,
1970,Finnian,Number,
1970,Franklin,Number,
1970,Garbhan,Number,
1970,Garrett,Number,96
1970,Geoff,Number,
1970,Godwin,Number,
1970,Graeme,Number,
1970,Grant,Number,
1970,Hadi,Number,
1970,Hao,Number,
1970,Harris,Number,
1970,Hunter,Number,
1970,Ilya,Number,
1970,Ioan,Number,
1970,Issac,Number,
1970,Jakob,Number,
1970,Jamal,Number,
1970,Janis,Number,
1970,Jasper,Number,
1970,Jeaic,Number,
1970,Jean,Number,4
1970,Jed,Number,
1970,Jeff,Number,
1970,Jessie,Number,
1970,Jethro,Number,
1970,Joris,Number,
1970,Josef,Number,
1970,Aaran,Number,
1970,Aarav,Number,
1970,Aaryan,Number,
1970,Abdirahman,Number,
1970,Abdulrahman,Number,
1970,Abraham,Number,
1970,Adas,Number,
1970,Aden,Number,
1970,Adomas,Number,
1970,Adrianas,Number,
1970,Aengus,Number,4
1970,Ailbe,Number,
1970,Aj,Number,
1970,Aleksandrs,Number,
1970,Alessio,Number,
1970,Alexey,Number,
1970,Andi,Number,
1970,Andres,Number,
1970,Anish,Number,
1970,Aodh,Number,
1970,Arjun,Number,
1970,Arlo,Number,
1970,Armani,Number,
1970,Armin,Number,
1970,Artem,Number,
1970,Artyom,Number,
1970,Asa,Number,
1970,Ashley,Number,3
1970,Aston,Number,
1970,Ayan,Number,
1970,Ayden,Number,
1970,Bence,Number,
1970,Bentley,Number,
1970,Bobbie,Number,
1970,Bodhi,Number,
1970,Boris,Number,
1970,Bowie,Number,
1970,Bradan,Number,
1970,Brax,Number,
1970,Braxton,Number,
1970,Brodie,Number,
1970,Brogan,Number,
1970,Bruce,Number,5
1970,Cailan,Number,
1970,Canice,Number,3
1970,Caomhan,Number,
1970,Carson,Number,
1970,Casper,Number,
1970,Cassian,Number,
1970,Chase,Number,
1970,Che,Number,
1970,Coby,Number,
1970,Colton,Number,
1970,Cuinn,Number,
1970,Darach,Number,
1970,Davi,Number,
1970,Davy,Number,
1970,Denas,Number,
1970,Domas,Number,
1970,Dorian,Number,
1970,Douglas,Number,14
1970,Eason,Number,
1970,Edmond,Number,52
1970,Eduardo,Number,
1970,Edvinas,Number,
1970,Eibhear,Number,
1970,Ely,Number,
1970,Enzo,Number,
1970,Etienne,Number,
1970,Evanas,Number,
1970,Ezra,Number,
1970,Faolan,Number,
1970,Feliks,Number,
1970,Fletcher,Number,
1970,Francie,Number,
1970,Franek,Number,
1970,Geoffrey,Number,26
1970,Giacomo,Number,
1970,Grzegorz,Number,
1970,Gustas,Number,
1970,Hari,Number,
1970,Haris,Number,
1970,Harold,Number,12
1970,Heath,Number,
1970,Hector,Number,
1970,Hudson,Number,
1970,Hughie,Number,
1970,Hussein,Number,
1970,Iarlaith,Number,
1970,Immanuel,Number,
1970,Iollan,Number,
1970,Jace,Number,
1970,Jai,Number,
1970,Jaxon,Number,
1970,Jaxson,Number,
1970,Jaydan,Number,
1970,Jensen,Number,
1970,Jenson,Number,
1970,Jer,Number,
1970,Jermaine,Number,
1970,Jokubas,Number,
1970,Juliusz,Number,
1970,Kacey,Number,
1970,Kael,Number,
1970,Kaiden,Number,
1970,Kain,Number,
1970,Karim,Number,
1970,Kasey,Number,
1970,Kasper,Number,
1970,Kayne,Number,
1970,Keilan,Number,
1970,Kellan,Number,
1970,Kirill,Number,
1970,Koby,Number,
1970,Kody,Number,
1970,Konstantin,Number,
1970,Korey,Number,
1970,Kristupas,Number,
1970,Ksawery,Number,
1970,Kye,Number,
1970,Layton,Number,
1970,Leeroy,Number,
1970,Levente,Number,
1970,Leyton,Number,
1970,Lochlan,Number,
1970,Lucian,Number,
1970,Macdara,Number,
1970,Maddox,Number,
1970,Maison,Number,
1970,Malcolm,Number,20
1970,Mannix,Number,
1970,Manuel,Number,
1970,Markas,Number,
1970,Mate,Number,
1970,Matej,Number,
1970,Mateo,Number,
1970,Matiss,Number,
1970,Matthias,Number,
1970,Matus,Number,
1970,Maxime,Number,
1970,Maximillian,Number,
1970,Mayson,Number,
1970,Mckenzie,Number,
1970,Mihail,Number,
1970,Mikhail,Number,
1970,Miles,Number,
1970,Miley,Number,
1970,Moise,Number,
1970,Moses,Number,
1970,Mylo,Number,
1970,Neitas,Number,
1970,Nelson,Number,
1970,Nikolas,Number,
1970,Noe,Number,
1970,Nolan,Number,
1970,Oliwer,Number,
1970,Olly,Number,
1970,Omar,Number,
1970,Omer,Number,
1970,Oskaras,Number,
1970,Parker,Number,
1970,Pat,Number,
1970,Patrik,Number,
1970,Paudi,Number,
1970,Paudie,Number,
1970,Phoenix,Number,
1970,Radoslaw,Number,
1970,Rafal,Number,
1970,Rares,Number,
1970,Ray,Number,5
1970,Reagan,Number,
1970,Rex,Number,
1970,Ricco,Number,
1970,Richie,Number,
1970,Rionn,Number,
1970,Rodrigo,Number,
1970,Rogan,Number,
1970,Rojus,Number,
1970,Romeo,Number,
1970,Rua,Number,
1970,Ruari,Number,
1970,Rueben,Number,
1970,Rufus,Number,
1970,Rupert,Number,
1970,Rylan,Number,
1970,Rylee,Number,
1970,Ryley,Number,
1970,Safwan,Number,
1970,Samir,Number,
1970,Seanie,Number,
1970,Sebastien,Number,
1970,Seimi,Number,
1970,Sonnie,Number,
1970,Sorin,Number,
1970,Spencer,Number,3
1970,Stanley,Number,6
1970,Steve,Number,4
1970,Sultan,Number,
1970,Sylwester,Number,
1970,Tarik,Number,
1970,Teddy,Number,
1970,Teo,Number,
1970,Thaddeus,Number,4
1970,Tighe,Number,
1970,Tj,Number,
1970,Tobiasz,Number,
1970,Tomas Og,Number,
1970,Tommaso,Number,
1970,Tommy Lee,Number,
1970,Tommy-Lee,Number,
1970,Umar,Number,
1970,Yannis,Number,
1970,Youcef,Number,
1970,Younes,Number,
1970,Yousef,Number,
1970,Youssef,Number,
1970,Zaid,Number,
1970,Zain,Number,
1970,Zakaria,Number,
1970,Zayn,Number,
1970,A.J.,Number,
1970,Aayan,Number,
1970,Abdallah,Number,
1970,Abdel,Number,
1970,Abhinav,Number,
1970,Abiel,Number,
1970,Abiola,Number,
1970,Adamas,Number,
1970,Adedamola,Number,
1970,Adeola,Number,
1970,Adeoluwa,Number,
1970,Adeshola,Number,
1970,Adnan,Number,
1970,Adrijus,Number,
1970,Ahad,Number,
1970,Akeem,Number,
1970,Al,Number,
1970,Alain,Number,
1970,Alberto,Number,
1970,Albin,Number,
1970,Aleksandar,Number,
1970,Alekss,Number,
1970,Alen,Number,
1970,Alif,Number,
1970,Alin,Number,
1970,Aloysius,Number,
1970,Alphonsus,Number,5
1970,Alwin,Number,
1970,Aman,Number,
1970,Amar,Number,
1970,Ambrose,Number,6
1970,Ameen,Number,
1970,Amine,Number,
1970,Amr,Number,
1970,Anderson,Number,
1970,Andrea,Number,
1970,Andrejs,Number,
1970,Andrey,Number,
1970,Andris,Number,
1970,Anes,Number,
1970,Angel,Number,
1970,Antoin,Number,
1970,Antony,Number,
1970,Anuar,Number,
1970,Arav,Number,
1970,Arda,Number,
1970,Arif,Number,
1970,Arijus,Number,
1970,Arnav,Number,
1970,Arnold,Number,3
1970,Artiom,Number,
1970,Artis,Number,
1970,Artjom,Number,
1970,Arun,Number,
1970,Ata,Number,
1970,Aubrey,Number,
1970,Augustas,Number,
1970,Augustine,Number,12
1970,Auryn,Number,
1970,Austen,Number,
1970,Aydin,Number,
1970,Ayman,Number,
1970,Ayobami,Number,
1970,Ayomide,Number,
1970,Ayomikun,Number,
1970,Ayoola,Number,
1970,Ayooluwa,Number,
1970,Ayrton,Number,
1970,Azlan,Number,
1970,Baby,Number,
1970,Barnabas,Number,
1970,Basit,Number,
1970,Bastian,Number,
1970,Beni,Number,
1970,Benjamen,Number,
1970,Benny,Number,
1970,Bobbi,Number,
1970,Bogdan,Number,
1970,Braden,Number,
1970,Brain,Number,
1970,Breen,Number,
1970,Brien,Number,5
1970,Bronson,Number,
1970,Bryn,Number,
1970,Byran,Number,
1970,Cadan,Number,
1970,Caeden,Number,
1970,Caelen,Number,
1970,Caelin,Number,
1970,Caelum,Number,
1970,Cahal,Number,
1970,Cailim,Number,
1970,Cairan,Number,
1970,Callam,Number,
1970,Camillus,Number,5
1970,Caoimhghin,Number,
1970,Caolin,Number,
1970,Carlo,Number,
1970,Carraig,Number,
1970,Carthach,Number,
1970,Catalin,Number,
1970,Cathair,Number,
1970,Cathan,Number,
1970,Caylem,Number,
1970,Cecil,Number,7
1970,Ceilim,Number,
1970,Ceilum,Number,
1970,Cein,Number,
1970,Cezary,Number,
1970,Chen,Number,
1970,Chesney,Number,
1970,Chidera,Number,
1970,Chidozie,Number,
1970,Chidubem,Number,
1970,Christiano,Number,
1970,Christophe,Number,
1970,Chukwuebuka,Number,
1970,Chukwuemeka,Number,
1970,Cialan,Number,
1970,Cieran,Number,
1970,Cilian,Number,
1970,Cillin,Number,
1970,Clement,Number,8
1970,Clifford,Number,7
1970,Clive,Number,23
1970,Coady,Number,
1970,Coilin,Number,
1970,Coleman,Number,9
1970,Colmcille,Number,
1970,Columba,Number,4
1970,Conail,Number,
1970,Conaill,Number,
1970,Conaire,Number,
1970,Conleth,Number,5
1970,Connal,Number,
1970,Connall,Number,
1970,Connie,Number,
1970,Constantin,Number,
1970,Coran,Number,
1970,Cori,Number,
1970,Corin,Number,
1970,Corrie,Number,
1970,Cosmin,Number,
1970,Cristiano,Number,
1970,Cruz,Number,
1970,Cyril,Number,31
1970,Daimhin,Number,
1970,Dakota,Number,
1970,Dalton,Number,
1970,Damilola,Number,
1970,Danas,Number,
1970,Danielis,Number,
1970,Daniil,Number,
1970,Danila,Number,
1970,Danish,Number,
1970,Daniyal,Number,
1970,Dannan,Number,
1970,Danyl,Number,
1970,Darby,Number,
1970,Darian,Number,
1970,Dario,Number,
1970,Dariusz,Number,
1970,Darran,Number,14
1970,Darrell,Number,3
1970,Deacon,Number,
1970,Deaglan,Number,
1970,Deane,Number,
1970,Deegan,Number,
1970,Deion,Number,
1970,Deivids,Number,
1970,Delvin,Number,
1970,Dereck,Number,9
1970,Derick,Number,11
1970,Dermott,Number,5
1970,Derrick,Number,18
1970,Devlin,Number,
1970,Devyn,Number,
1970,Dhruv,Number,
1970,Dilan,Number,
1970,Dillion,Number,
1970,Diyon,Number,
1970,Dmitrij,Number,
1970,Doire,Number,
